mask_type_id,tier,region_group,body_part,subregion,mask_role,owner_scope,scale,edit_allowed,protect_required,body_regions,required_for_images,required_for_video,required_for_audio_sync,soft_body_role,deformation_type,gravity_sensitive,collision_sensitive,multi_character_allowed,temporal_required,allowed_workflow_routes,protected_regions,required_evidence,qa_gates,promotion_rule,status,item_id,tracker_id,source_key,source_file_relative,citation_section,citation_line_start,citation_line_end
mf70_foreground_character_instance,tier_3_contact_occlusion_support_surface,scene_camera_lighting_support,scene,foreground_character_instance,edit_or_protect_scene_physics_region,single_character,major,true,true,false,true,true,false,none,none,false,false,false,false,regional_inpaint; controlnet_guidance; reference_attention; mask_protected_negative,background; support_surface; shadow,mask_contract_json; mask_artifact_png_or_map_json; mask_preview_overlay; quality_score_json; workflow_patch_manifest; generated_output_artifact; whole_artifact_qa_report; target_runtime_evidence_before_final_certification,mask_contract_schema_pass; owner_instance_assignment_pass; mask_png_or_map_generated; preview_overlay_generated; protected_neighbor_check_pass; quality_score_minimum_85; workflow_routing_manifest_pass; generated_output_proof_required; strict_whole_artifact_visual_qa_pass; frame_grid_review_pass; playback_review_pass; temporal_drift_check_pass; repair_span_isolation_pass; loop_boundary_or_cut_integrity_pass,not_complete_until_local_proof_runtime_routing_generated_output_and_whole_artifact_qa_pass,required_not_complete,ITEM-W70-0073,TRK-W70-0073,W70:scene_camera_lighting_support:mf70_foreground_character_instance,Plan\07_IMPLEMENTATION\mask_factory\ULTIMATE_MASK_FACTORY_TAXONOMY.md,"Scene, Camera, Lighting, Support",125,149
mf70_background_depth_layer,tier_3_contact_occlusion_support_surface,scene_camera_lighting_support,scene,background_depth_layer,edit_or_protect_scene_physics_region,single_character,major,true,true,false,true,true,false,none,none,false,false,false,false,regional_inpaint; controlnet_guidance; reference_attention; mask_protected_negative,foreground_character; reflection; lighting,mask_contract_json; mask_artifact_png_or_map_json; mask_preview_overlay; quality_score_json; workflow_patch_manifest; generated_output_artifact; whole_artifact_qa_report; target_runtime_evidence_before_final_certification,mask_contract_schema_pass; owner_instance_assignment_pass; mask_png_or_map_generated; preview_overlay_generated; protected_neighbor_check_pass; quality_score_minimum_85; workflow_routing_manifest_pass; generated_output_proof_required; strict_whole_artifact_visual_qa_pass; frame_grid_review_pass; playback_review_pass; temporal_drift_check_pass; repair_span_isolation_pass; loop_boundary_or_cut_integrity_pass,not_complete_until_local_proof_runtime_routing_generated_output_and_whole_artifact_qa_pass,required_not_complete,ITEM-W70-0074,TRK-W70-0074,W70:scene_camera_lighting_support:mf70_background_depth_layer,Plan\07_IMPLEMENTATION\mask_factory\ULTIMATE_MASK_FACTORY_TAXONOMY.md,"Scene, Camera, Lighting, Support",125,149
mf70_crop_safety_head_hands_feet,tier_3_contact_occlusion_support_surface,scene_camera_lighting_support,camera,crop_safety_head_hands_feet,edit_or_protect_scene_physics_region,single_character,major,true,true,false,true,true,false,none,none,false,false,false,false,regional_inpaint; controlnet_guidance; reference_attention; mask_protected_negative,frame_edge; full_character; background,mask_contract_json; mask_artifact_png_or_map_json; mask_preview_overlay; quality_score_json; workflow_patch_manifest; generated_output_artifact; whole_artifact_qa_report; target_runtime_evidence_before_final_certification,mask_contract_schema_pass; owner_instance_assignment_pass; mask_png_or_map_generated; preview_overlay_generated; protected_neighbor_check_pass; quality_score_minimum_85; workflow_routing_manifest_pass; generated_output_proof_required; strict_whole_artifact_visual_qa_pass; frame_grid_review_pass; playback_review_pass; temporal_drift_check_pass; repair_span_isolation_pass; loop_boundary_or_cut_integrity_pass,not_complete_until_local_proof_runtime_routing_generated_output_and_whole_artifact_qa_pass,required_not_complete,ITEM-W70-0075,TRK-W70-0075,W70:scene_camera_lighting_support:mf70_crop_safety_head_hands_feet,Plan\07_IMPLEMENTATION\mask_factory\ULTIMATE_MASK_FACTORY_TAXONOMY.md,"Scene, Camera, Lighting, Support",125,149
mf70_frame_edge_risk,tier_3_contact_occlusion_support_surface,scene_camera_lighting_support,camera,frame_edge_risk_regions,edit_or_protect_scene_physics_region,single_character,minor,true,true,false,true,true,false,none,none,false,false,false,false,regional_inpaint; controlnet_guidance; reference_attention; mask_protected_negative,hands; feet; hair; props,mask_contract_json; mask_artifact_png_or_map_json; mask_preview_overlay; quality_score_json; workflow_patch_manifest; generated_output_artifact; whole_artifact_qa_report; target_runtime_evidence_before_final_certification,mask_contract_schema_pass; owner_instance_assignment_pass; mask_png_or_map_generated; preview_overlay_generated; protected_neighbor_check_pass; quality_score_minimum_85; workflow_routing_manifest_pass; generated_output_proof_required; strict_whole_artifact_visual_qa_pass; frame_grid_review_pass; playback_review_pass; temporal_drift_check_pass; repair_span_isolation_pass; loop_boundary_or_cut_integrity_pass,not_complete_until_local_proof_runtime_routing_generated_output_and_whole_artifact_qa_pass,required_not_complete,ITEM-W70-0076,TRK-W70-0076,W70:scene_camera_lighting_support:mf70_frame_edge_risk,Plan\07_IMPLEMENTATION\mask_factory\ULTIMATE_MASK_FACTORY_TAXONOMY.md,"Scene, Camera, Lighting, Support",125,149
mf70_mirror_reflection,tier_3_contact_occlusion_support_surface,scene_camera_lighting_support,scene,mirror_reflection,edit_or_protect_scene_physics_region,single_character,major,true,true,false,true,true,false,none,none,false,false,false,false,regional_inpaint; controlnet_guidance; reference_attention; mask_protected_negative,reflected_identity; lighting; background,mask_contract_json; mask_artifact_png_or_map_json; mask_preview_overlay; quality_score_json; workflow_patch_manifest; generated_output_artifact; whole_artifact_qa_report; target_runtime_evidence_before_final_certification,mask_contract_schema_pass; owner_instance_assignment_pass; mask_png_or_map_generated; preview_overlay_generated; protected_neighbor_check_pass; quality_score_minimum_85; workflow_routing_manifest_pass; generated_output_proof_required; strict_whole_artifact_visual_qa_pass; frame_grid_review_pass; playback_review_pass; temporal_drift_check_pass; repair_span_isolation_pass; loop_boundary_or_cut_integrity_pass,not_complete_until_local_proof_runtime_routing_generated_output_and_whole_artifact_qa_pass,required_not_complete,ITEM-W70-0077,TRK-W70-0077,W70:scene_camera_lighting_support:mf70_mirror_reflection,Plan\07_IMPLEMENTATION\mask_factory\ULTIMATE_MASK_FACTORY_TAXONOMY.md,"Scene, Camera, Lighting, Support",125,149
mf70_shadow_only,tier_3_contact_occlusion_support_surface,scene_camera_lighting_support,lighting,shadow_only_regions,edit_or_protect_scene_physics_region,single_character,minor,true,true,false,true,true,false,none,none,false,false,false,false,regional_inpaint; controlnet_guidance; reference_attention; mask_protected_negative,body; support_surface; background,mask_contract_json; mask_artifact_png_or_map_json; mask_preview_overlay; quality_score_json; workflow_patch_manifest; generated_output_artifact; whole_artifact_qa_report; target_runtime_evidence_before_final_certification,mask_contract_schema_pass; owner_instance_assignment_pass; mask_png_or_map_generated; preview_overlay_generated; protected_neighbor_check_pass; quality_score_minimum_85; workflow_routing_manifest_pass; generated_output_proof_required; strict_whole_artifact_visual_qa_pass; frame_grid_review_pass; playback_review_pass; temporal_drift_check_pass; repair_span_isolation_pass; loop_boundary_or_cut_integrity_pass,not_complete_until_local_proof_runtime_routing_generated_output_and_whole_artifact_qa_pass,required_not_complete,ITEM-W70-0078,TRK-W70-0078,W70:scene_camera_lighting_support:mf70_shadow_only,Plan\07_IMPLEMENTATION\mask_factory\ULTIMATE_MASK_FACTORY_TAXONOMY.md,"Scene, Camera, Lighting, Support",125,149
mf70_contact_shadow_cast_shadow,tier_3_contact_occlusion_support_surface,scene_camera_lighting_support,lighting,contact_and_cast_shadows,edit_or_protect_scene_physics_region,single_character,micro,true,true,false,true,true,false,none,none,false,false,false,false,regional_inpaint; controlnet_guidance; reference_attention; mask_protected_negative,skin; clothing; support_surface; props,mask_contract_json; mask_artifact_png_or_map_json; mask_preview_overlay; quality_score_json; workflow_patch_manifest; generated_output_artifact; whole_artifact_qa_report; target_runtime_evidence_before_final_certification,mask_contract_schema_pass; owner_instance_assignment_pass; mask_png_or_map_generated; preview_overlay_generated; protected_neighbor_check_pass; quality_score_minimum_85; workflow_routing_manifest_pass; generated_output_proof_required; strict_whole_artifact_visual_qa_pass; frame_grid_review_pass; playback_review_pass; temporal_drift_check_pass; repair_span_isolation_pass; loop_boundary_or_cut_integrity_pass,not_complete_until_local_proof_runtime_routing_generated_output_and_whole_artifact_qa_pass,required_not_complete,ITEM-W70-0079,TRK-W70-0079,W70:scene_camera_lighting_support:mf70_contact_shadow_cast_shadow,Plan\07_IMPLEMENTATION\mask_factory\ULTIMATE_MASK_FACTORY_TAXONOMY.md,"Scene, Camera, Lighting, Support",125,149
mf70_lighting_correction,tier_3_contact_occlusion_support_surface,scene_camera_lighting_support,lighting,localized_lighting_correction,edit_or_protect_scene_physics_region,single_character,major,true,true,false,true,true,false,none,none,false,false,false,false,regional_inpaint; controlnet_guidance; reference_attention; mask_protected_negative,identity; skin_tone; clothing_color; background,mask_contract_json; mask_artifact_png_or_map_json; mask_preview_overlay; quality_score_json; workflow_patch_manifest; generated_output_artifact; whole_artifact_qa_report; target_runtime_evidence_before_final_certification,mask_contract_schema_pass; owner_instance_assignment_pass; mask_png_or_map_generated; preview_overlay_generated; protected_neighbor_check_pass; quality_score_minimum_85; workflow_routing_manifest_pass; generated_output_proof_required; strict_whole_artifact_visual_qa_pass; frame_grid_review_pass; playback_review_pass; temporal_drift_check_pass; repair_span_isolation_pass; loop_boundary_or_cut_integrity_pass,not_complete_until_local_proof_runtime_routing_generated_output_and_whole_artifact_qa_pass,required_not_complete,ITEM-W70-0080,TRK-W70-0080,W70:scene_camera_lighting_support:mf70_lighting_correction,Plan\07_IMPLEMENTATION\mask_factory\ULTIMATE_MASK_FACTORY_TAXONOMY.md,"Scene, Camera, Lighting, Support",125,149
mf70_reflection_highlight,tier_3_contact_occlusion_support_surface,scene_camera_lighting_support,lighting,reflections_highlights,edit_or_protect_scene_physics_region,single_character,micro,true,true,false,true,true,false,none,none,false,false,false,false,regional_inpaint; controlnet_guidance; reference_attention; mask_protected_negative,eyes; jewelry; glasses; wet_fabric; skin,mask_contract_json; mask_artifact_png_or_map_json; mask_preview_overlay; quality_score_json; workflow_patch_manifest; generated_output_artifact; whole_artifact_qa_report; target_runtime_evidence_before_final_certification,mask_contract_schema_pass; owner_instance_assignment_pass; mask_png_or_map_generated; preview_overlay_generated; protected_neighbor_check_pass; quality_score_minimum_85; workflow_routing_manifest_pass; generated_output_proof_required; strict_whole_artifact_visual_qa_pass; frame_grid_review_pass; playback_review_pass; temporal_drift_check_pass; repair_span_isolation_pass; loop_boundary_or_cut_integrity_pass,not_complete_until_local_proof_runtime_routing_generated_output_and_whole_artifact_qa_pass,required_not_complete,ITEM-W70-0081,TRK-W70-0081,W70:scene_camera_lighting_support:mf70_reflection_highlight,Plan\07_IMPLEMENTATION\mask_factory\ULTIMATE_MASK_FACTORY_TAXONOMY.md,"Scene, Camera, Lighting, Support",125,149
mf70_contact_patch_generic,tier_4_multi_character_interaction,contact_occlusion_multi_character,contact,generic_contact_patch,contact_or_ownership_mask,single_or_multi_character,micro,true,true,false,true,true,false,none,none,false,true,true,false,regional_inpaint; controlnet_guidance; reference_attention; mask_protected_negative,both_sides_of_contact; shadow; background,mask_contract_json; mask_artifact_png_or_map_json; mask_preview_overlay; quality_score_json; workflow_patch_manifest; generated_output_artifact; whole_artifact_qa_report; target_runtime_evidence_before_final_certification,mask_contract_schema_pass; owner_instance_assignment_pass; mask_png_or_map_generated; preview_overlay_generated; protected_neighbor_check_pass; quality_score_minimum_85; workflow_routing_manifest_pass; generated_output_proof_required; strict_whole_artifact_visual_qa_pass; frame_grid_review_pass; playback_review_pass; temporal_drift_check_pass; repair_span_isolation_pass; loop_boundary_or_cut_integrity_pass,not_complete_until_local_proof_runtime_routing_generated_output_and_whole_artifact_qa_pass,required_not_complete,ITEM-W70-0082,TRK-W70-0082,W70:contact_occlusion_multi_character:mf70_contact_patch_generic,Plan\07_IMPLEMENTATION\mask_factory\ULTIMATE_MASK_FACTORY_TAXONOMY.md,"Contact, Occlusion, Multi-Character",150,175
mf70_pressure_compression_patch,tier_4_multi_character_interaction,contact_occlusion_multi_character,contact,pressure_compression_patch,contact_or_ownership_mask,single_or_multi_character,micro,true,true,false,true,true,false,none,none,false,true,true,false,regional_inpaint; controlnet_guidance; reference_attention; mask_protected_negative,contact_owner_a; contact_owner_b; material_edge,mask_contract_json; mask_artifact_png_or_map_json; mask_preview_overlay; quality_score_json; workflow_patch_manifest; generated_output_artifact; whole_artifact_qa_report; target_runtime_evidence_before_final_certification,mask_contract_schema_pass; owner_instance_assignment_pass; mask_png_or_map_generated; preview_overlay_generated; protected_neighbor_check_pass; quality_score_minimum_85; workflow_routing_manifest_pass; generated_output_proof_required; strict_whole_artifact_visual_qa_pass; frame_grid_review_pass; playback_review_pass; temporal_drift_check_pass; repair_span_isolation_pass; loop_boundary_or_cut_integrity_pass,not_complete_until_local_proof_runtime_routing_generated_output_and_whole_artifact_qa_pass,required_not_complete,ITEM-W70-0083,TRK-W70-0083,W70:contact_occlusion_multi_character:mf70_pressure_compression_patch,Plan\07_IMPLEMENTATION\mask_factory\ULTIMATE_MASK_FACTORY_TAXONOMY.md,"Contact, Occlusion, Multi-Character",150,175
mf70_occlusion_boundary,tier_4_multi_character_interaction,contact_occlusion_multi_character,occlusion,occlusion_boundary,contact_or_ownership_mask,single_or_multi_character,micro,true,true,false,true,true,false,none,none,false,true,true,false,regional_inpaint; controlnet_guidance; reference_attention; mask_protected_negative,foreground_owner; background_owner; edge_detail,mask_contract_json; mask_artifact_png_or_map_json; mask_preview_overlay; quality_score_json; workflow_patch_manifest; generated_output_artifact; whole_artifact_qa_report; target_runtime_evidence_before_final_certification,mask_contract_schema_pass; owner_instance_assignment_pass; mask_png_or_map_generated; preview_overlay_generated; protected_neighbor_check_pass; quality_score_minimum_85; workflow_routing_manifest_pass; generated_output_proof_required; strict_whole_artifact_visual_qa_pass; frame_grid_review_pass; playback_review_pass; temporal_drift_check_pass; repair_span_isolation_pass; loop_boundary_or_cut_integrity_pass,not_complete_until_local_proof_runtime_routing_generated_output_and_whole_artifact_qa_pass,required_not_complete,ITEM-W70-0084,TRK-W70-0084,W70:contact_occlusion_multi_character:mf70_occlusion_boundary,Plan\07_IMPLEMENTATION\mask_factory\ULTIMATE_MASK_FACTORY_TAXONOMY.md,"Contact, Occlusion, Multi-Character",150,175
mf70_limb_over_limb,tier_4_multi_character_interaction,contact_occlusion_multi_character,occlusion,limb_over_limb,contact_or_ownership_mask,single_or_multi_character,minor,true,true,false,true,true,false,none,none,false,true,true,false,regional_inpaint; controlnet_guidance; reference_attention; mask_protected_negative,limb_a; limb_b; contact_shadow; skin_tone,mask_contract_json; mask_artifact_png_or_map_json; mask_preview_overlay; quality_score_json; workflow_patch_manifest; generated_output_artifact; whole_artifact_qa_report; target_runtime_evidence_before_final_certification,mask_contract_schema_pass; owner_instance_assignment_pass; mask_png_or_map_generated; preview_overlay_generated; protected_neighbor_check_pass; quality_score_minimum_85; workflow_routing_manifest_pass; generated_output_proof_required; strict_whole_artifact_visual_qa_pass; frame_grid_review_pass; playback_review_pass; temporal_drift_check_pass; repair_span_isolation_pass; loop_boundary_or_cut_integrity_pass,not_complete_until_local_proof_runtime_routing_generated_output_and_whole_artifact_qa_pass,required_not_complete,ITEM-W70-0085,TRK-W70-0085,W70:contact_occlusion_multi_character:mf70_limb_over_limb,Plan\07_IMPLEMENTATION\mask_factory\ULTIMATE_MASK_FACTORY_TAXONOMY.md,"Contact, Occlusion, Multi-Character",150,175
mf70_hand_grip,tier_4_multi_character_interaction,contact_occlusion_multi_character,hands,hand_grip_on_object_or_body,contact_or_ownership_mask,single_or_multi_character,micro,true,true,false,true,true,true,none,none,false,true,true,false,regional_inpaint; controlnet_guidance; reference_attention; mask_protected_negative,fingers; object_or_body; wrist; contact_shadow,mask_contract_json; mask_artifact_png_or_map_json; mask_preview_overlay; quality_score_json; workflow_patch_manifest; generated_output_artifact; whole_artifact_qa_report; target_runtime_evidence_before_final_certification,mask_contract_schema_pass; owner_instance_assignment_pass; mask_png_or_map_generated; preview_overlay_generated; protected_neighbor_check_pass; quality_score_minimum_85; workflow_routing_manifest_pass; generated_output_proof_required; strict_whole_artifact_visual_qa_pass; frame_grid_review_pass; playback_review_pass; temporal_drift_check_pass; repair_span_isolation_pass; loop_boundary_or_cut_integrity_pass; full_duration_playback_review_pass; audio_event_visual_alignment_pass; clipping_noise_mix_balance_pass; av_sync_and_drift_check_pass,not_complete_until_local_proof_runtime_routing_generated_output_and_whole_artifact_qa_pass,required_not_complete,ITEM-W70-0086,TRK-W70-0086,W70:contact_occlusion_multi_character:mf70_hand_grip,Plan\07_IMPLEMENTATION\mask_factory\ULTIMATE_MASK_FACTORY_TAXONOMY.md,"Contact, Occlusion, Multi-Character",150,175
mf70_hand_on_body,tier_4_multi_character_interaction,contact_occlusion_multi_character,interaction,hand_on_body_contact,contact_or_ownership_mask,single_or_multi_character,micro,true,true,false,true,true,true,none,none,false,true,true,false,regional_inpaint; controlnet_guidance; reference_attention; mask_protected_negative,hand_owner; body_owner; fingers; skin; shadow,mask_contract_json; mask_artifact_png_or_map_json; mask_preview_overlay; quality_score_json; workflow_patch_manifest; generated_output_artifact; whole_artifact_qa_report; target_runtime_evidence_before_final_certification,mask_contract_schema_pass; owner_instance_assignment_pass; mask_png_or_map_generated; preview_overlay_generated; protected_neighbor_check_pass; quality_score_minimum_85; workflow_routing_manifest_pass; generated_output_proof_required; strict_whole_artifact_visual_qa_pass; frame_grid_review_pass; playback_review_pass; temporal_drift_check_pass; repair_span_isolation_pass; loop_boundary_or_cut_integrity_pass; full_duration_playback_review_pass; audio_event_visual_alignment_pass; clipping_noise_mix_balance_pass; av_sync_and_drift_check_pass,not_complete_until_local_proof_runtime_routing_generated_output_and_whole_artifact_qa_pass,required_not_complete,ITEM-W70-0087,TRK-W70-0087,W70:contact_occlusion_multi_character:mf70_hand_on_body,Plan\07_IMPLEMENTATION\mask_factory\ULTIMATE_MASK_FACTORY_TAXONOMY.md,"Contact, Occlusion, Multi-Character",150,175
mf70_hand_on_object,tier_4_multi_character_interaction,contact_occlusion_multi_character,interaction,hand_on_object_contact,contact_or_ownership_mask,single_or_multi_character,micro,true,true,false,true,true,true,none,none,false,true,true,false,regional_inpaint; controlnet_guidance; reference_attention; mask_protected_negative,hand; object; fingers; shadow,mask_contract_json; mask_artifact_png_or_map_json; mask_preview_overlay; quality_score_json; workflow_patch_manifest; generated_output_artifact; whole_artifact_qa_report; target_runtime_evidence_before_final_certification,mask_contract_schema_pass; owner_instance_assignment_pass; mask_png_or_map_generated; preview_overlay_generated; protected_neighbor_check_pass; quality_score_minimum_85; workflow_routing_manifest_pass; generated_output_proof_required; strict_whole_artifact_visual_qa_pass; frame_grid_review_pass; playback_review_pass; temporal_drift_check_pass; repair_span_isolation_pass; loop_boundary_or_cut_integrity_pass; full_duration_playback_review_pass; audio_event_visual_alignment_pass; clipping_noise_mix_balance_pass; av_sync_and_drift_check_pass,not_complete_until_local_proof_runtime_routing_generated_output_and_whole_artifact_qa_pass,required_not_complete,ITEM-W70-0088,TRK-W70-0088,W70:contact_occlusion_multi_character:mf70_hand_on_object,Plan\07_IMPLEMENTATION\mask_factory\ULTIMATE_MASK_FACTORY_TAXONOMY.md,"Contact, Occlusion, Multi-Character",150,175
mf70_body_on_support,P1,contact_occlusion_multi_character,contact,body_on_support,contact_occlusion_mask,single_or_multi_character,source_adaptive,true,true,false,true,true,false,false,,false,true,false,false,mask_factory_local_first,support_surface; body; clothing; shadow,Plan\Instructions\QA\Evidence\Mask_Factory\Wave70\mf70_body_on_support.json; whole_body_geometry_authority_evidence; model_backed_geometry_authority_evidence; geometry_gate_evidence; mask_promotion_hard_gate_evidence,mask_contract_schema_pass; preview_overlay_generated; semantic_mask_alignment_pass; protected_neighbor_check_pass; whole_body_geometry_authority_pass; model_backed_geometry_authority_pass; wave70_mask_geometry_gate_pass; wave70_mask_promotion_gate_pass,required_not_complete_until_exact_geometry_and_promotion_evidence_passes,Required_Not_Complete,ITEM-W70-0089,TRK-W70-0089,W70:contact_occlusion_multi_character:mf70_body_on_support,Plan\07_IMPLEMENTATION\mask_factory\ULTIMATE_MASK_FACTORY_TAXONOMY.md,contact_occlusion_multi_character,1,999
mf70_multi_character_instance_a,tier_4_multi_character_interaction,contact_occlusion_multi_character,multi_character,character_a_full_instance,contact_or_ownership_mask,multi_character,major,true,true,false,true,true,false,none,none,false,true,true,false,regional_inpaint; controlnet_guidance; reference_attention; mask_protected_negative,character_b; background; shared_contact,mask_contract_json; mask_artifact_png_or_map_json; mask_preview_overlay; quality_score_json; workflow_patch_manifest; generated_output_artifact; whole_artifact_qa_report; target_runtime_evidence_before_final_certification,mask_contract_schema_pass; owner_instance_assignment_pass; mask_png_or_map_generated; preview_overlay_generated; protected_neighbor_check_pass; quality_score_minimum_85; workflow_routing_manifest_pass; generated_output_proof_required; strict_whole_artifact_visual_qa_pass; frame_grid_review_pass; playback_review_pass; temporal_drift_check_pass; repair_span_isolation_pass; loop_boundary_or_cut_integrity_pass,not_complete_until_local_proof_runtime_routing_generated_output_and_whole_artifact_qa_pass,required_not_complete,ITEM-W70-0090,TRK-W70-0090,W70:contact_occlusion_multi_character:mf70_multi_character_instance_a,Plan\07_IMPLEMENTATION\mask_factory\ULTIMATE_MASK_FACTORY_TAXONOMY.md,"Contact, Occlusion, Multi-Character",150,175
mf70_multi_character_instance_b,tier_4_multi_character_interaction,contact_occlusion_multi_character,multi_character,character_b_full_instance,contact_or_ownership_mask,multi_character,major,true,true,false,true,true,false,none,none,false,true,true,false,regional_inpaint; controlnet_guidance; reference_attention; mask_protected_negative,character_a; background; shared_contact,mask_contract_json; mask_artifact_png_or_map_json; mask_preview_overlay; quality_score_json; workflow_patch_manifest; generated_output_artifact; whole_artifact_qa_report; target_runtime_evidence_before_final_certification,mask_contract_schema_pass; owner_instance_assignment_pass; mask_png_or_map_generated; preview_overlay_generated; protected_neighbor_check_pass; quality_score_minimum_85; workflow_routing_manifest_pass; generated_output_proof_required; strict_whole_artifact_visual_qa_pass; frame_grid_review_pass; playback_review_pass; temporal_drift_check_pass; repair_span_isolation_pass; loop_boundary_or_cut_integrity_pass,not_complete_until_local_proof_runtime_routing_generated_output_and_whole_artifact_qa_pass,required_not_complete,ITEM-W70-0091,TRK-W70-0091,W70:contact_occlusion_multi_character:mf70_multi_character_instance_b,Plan\07_IMPLEMENTATION\mask_factory\ULTIMATE_MASK_FACTORY_TAXONOMY.md,"Contact, Occlusion, Multi-Character",150,175
mf70_multi_character_body_part_owner,tier_4_multi_character_interaction,contact_occlusion_multi_character,multi_character,per_character_body_part_owner,contact_or_ownership_mask,multi_character,minor,true,true,false,true,true,false,none,none,false,true,true,false,regional_inpaint; controlnet_guidance; reference_attention; mask_protected_negative,other_character; clothing; contact_shadow,mask_contract_json; mask_artifact_png_or_map_json; mask_preview_overlay; quality_score_json; workflow_patch_manifest; generated_output_artifact; whole_artifact_qa_report; target_runtime_evidence_before_final_certification,mask_contract_schema_pass; owner_instance_assignment_pass; mask_png_or_map_generated; preview_overlay_generated; protected_neighbor_check_pass; quality_score_minimum_85; workflow_routing_manifest_pass; generated_output_proof_required; strict_whole_artifact_visual_qa_pass; frame_grid_review_pass; playback_review_pass; temporal_drift_check_pass; repair_span_isolation_pass; loop_boundary_or_cut_integrity_pass,not_complete_until_local_proof_runtime_routing_generated_output_and_whole_artifact_qa_pass,required_not_complete,ITEM-W70-0092,TRK-W70-0092,W70:contact_occlusion_multi_character:mf70_multi_character_body_part_owner,Plan\07_IMPLEMENTATION\mask_factory\ULTIMATE_MASK_FACTORY_TAXONOMY.md,"Contact, Occlusion, Multi-Character",150,175
mf70_shared_contact_patch,tier_4_multi_character_interaction,contact_occlusion_multi_character,multi_character,shared_contact_patch,contact_or_ownership_mask,multi_character,micro,true,true,false,true,true,true,none,none,false,true,true,false,regional_inpaint; controlnet_guidance; reference_attention; mask_protected_negative,character_a; character_b; occlusion_boundary,mask_contract_json; mask_artifact_png_or_map_json; mask_preview_overlay; quality_score_json; workflow_patch_manifest; generated_output_artifact; whole_artifact_qa_report; target_runtime_evidence_before_final_certification,mask_contract_schema_pass; owner_instance_assignment_pass; mask_png_or_map_generated; preview_overlay_generated; protected_neighbor_check_pass; quality_score_minimum_85; workflow_routing_manifest_pass; generated_output_proof_required; strict_whole_artifact_visual_qa_pass; frame_grid_review_pass; playback_review_pass; temporal_drift_check_pass; repair_span_isolation_pass; loop_boundary_or_cut_integrity_pass; full_duration_playback_review_pass; audio_event_visual_alignment_pass; clipping_noise_mix_balance_pass; av_sync_and_drift_check_pass,not_complete_until_local_proof_runtime_routing_generated_output_and_whole_artifact_qa_pass,required_not_complete,ITEM-W70-0093,TRK-W70-0093,W70:contact_occlusion_multi_character:mf70_shared_contact_patch,Plan\07_IMPLEMENTATION\mask_factory\ULTIMATE_MASK_FACTORY_TAXONOMY.md,"Contact, Occlusion, Multi-Character",150,175
mf70_character_a_touching_b,tier_4_multi_character_interaction,contact_occlusion_multi_character,multi_character,character_a_touching_character_b,contact_or_ownership_mask,multi_character,micro,true,true,false,true,true,false,none,none,false,true,true,false,regional_inpaint; controlnet_guidance; reference_attention; mask_protected_negative,character_a_hand; character_b_body; identity_anchors,mask_contract_json; mask_artifact_png_or_map_json; mask_preview_overlay; quality_score_json; workflow_patch_manifest; generated_output_artifact; whole_artifact_qa_report; target_runtime_evidence_before_final_certification,mask_contract_schema_pass; owner_instance_assignment_pass; mask_png_or_map_generated; preview_overlay_generated; protected_neighbor_check_pass; quality_score_minimum_85; workflow_routing_manifest_pass; generated_output_proof_required; strict_whole_artifact_visual_qa_pass; frame_grid_review_pass; playback_review_pass; temporal_drift_check_pass; repair_span_isolation_pass; loop_boundary_or_cut_integrity_pass,not_complete_until_local_proof_runtime_routing_generated_output_and_whole_artifact_qa_pass,required_not_complete,ITEM-W70-0094,TRK-W70-0094,W70:contact_occlusion_multi_character:mf70_character_a_touching_b,Plan\07_IMPLEMENTATION\mask_factory\ULTIMATE_MASK_FACTORY_TAXONOMY.md,"Contact, Occlusion, Multi-Character",150,175
mf70_character_a_occluding_b,tier_4_multi_character_interaction,contact_occlusion_multi_character,multi_character,character_a_occluding_character_b,contact_or_ownership_mask,multi_character,minor,true,true,false,true,true,false,none,none,false,true,true,false,regional_inpaint; controlnet_guidance; reference_attention; mask_protected_negative,character_a; character_b; edge_boundary,mask_contract_json; mask_artifact_png_or_map_json; mask_preview_overlay; quality_score_json; workflow_patch_manifest; generated_output_artifact; whole_artifact_qa_report; target_runtime_evidence_before_final_certification,mask_contract_schema_pass; owner_instance_assignment_pass; mask_png_or_map_generated; preview_overlay_generated; protected_neighbor_check_pass; quality_score_minimum_85; workflow_routing_manifest_pass; generated_output_proof_required; strict_whole_artifact_visual_qa_pass; frame_grid_review_pass; playback_review_pass; temporal_drift_check_pass; repair_span_isolation_pass; loop_boundary_or_cut_integrity_pass,not_complete_until_local_proof_runtime_routing_generated_output_and_whole_artifact_qa_pass,required_not_complete,ITEM-W70-0095,TRK-W70-0095,W70:contact_occlusion_multi_character:mf70_character_a_occluding_b,Plan\07_IMPLEMENTATION\mask_factory\ULTIMATE_MASK_FACTORY_TAXONOMY.md,"Contact, Occlusion, Multi-Character",150,175
