"relative_path","full_path","size_bytes","sha256","extension","last_write_time","purpose","update_policy"
"Plan\08_SCHEMAS\physical_deformation_pass_plan.schema.json","C:\Comfy_UI_Main\Plan\08_SCHEMAS\physical_deformation_pass_plan.schema.json","1277","7142cdfaa90eabd281198531594f4aa5d0bc0b7a2758a95c88a9504ae1dd291a",".json","2026-07-06T03:46:44","Machine-readable manifest/configuration/validation data.","inspect_before_update"
"Plan\08_SCHEMAS\physical_interaction_qa_report.schema.json","C:\Comfy_UI_Main\Plan\08_SCHEMAS\physical_interaction_qa_report.schema.json","533","6381848246a08c32bd0a3ff3203d69b39d21ea62f5b19aa8f663a934e45e051e",".json","2026-07-06T03:46:44","Machine-readable manifest/configuration/validation data.","inspect_before_update"
"Plan\08_SCHEMAS\pose_depth_routing_plan.schema.json","C:\Comfy_UI_Main\Plan\08_SCHEMAS\pose_depth_routing_plan.schema.json","538","3b8d4e4f931cc06d2fc51f77a367667e1e30fb1209ccd58cccd9236b808d3c67",".json","2026-07-06T03:46:44","Machine-readable manifest/configuration/validation data.","inspect_before_update"
"Plan\08_SCHEMAS\pressure_intensity_profile.schema.json","C:\Comfy_UI_Main\Plan\08_SCHEMAS\pressure_intensity_profile.schema.json","477","500a28006feb5b5514278895093c0a33fddc16317aca3dcbc96e8ba4302e8f12",".json","2026-07-06T03:46:44","Machine-readable manifest/configuration/validation data.","inspect_before_update"
"Plan\08_SCHEMAS\pressure_mark_contract.schema.json","C:\Comfy_UI_Main\Plan\08_SCHEMAS\pressure_mark_contract.schema.json","436","0413a7978924fa240a05478d8937d29606f8182f4f7726361a3bd93284da7ce8",".json","2026-07-06T03:46:44","Machine-readable manifest/configuration/validation data.","inspect_before_update"
"Plan\08_SCHEMAS\prop_contact_profile.schema.json","C:\Comfy_UI_Main\Plan\08_SCHEMAS\prop_contact_profile.schema.json","514","738cad7b6002e93fea466364f2baba45be9bc97a7a6e5c0a25ec115ba57ea2af",".json","2026-07-06T03:46:44","Machine-readable manifest/configuration/validation data.","inspect_before_update"
"Plan\08_SCHEMAS\prop_registry.schema.json","C:\Comfy_UI_Main\Plan\08_SCHEMAS\prop_registry.schema.json","480","d720954a97d5762c004788224bbb3b7df3116780ba2cd9e813c19c1e9d63c354",".json","2026-07-06T03:46:44","Machine-readable manifest/configuration/validation data.","inspect_before_update"
"Plan\08_SCHEMAS\qa_goal.schema.json","C:\Comfy_UI_Main\Plan\08_SCHEMAS\qa_goal.schema.json","696","6efbb85cbd7b727c641b173494d32b766d6447378983833626e9725a59ff9800",".json","2026-07-06T03:46:44","Machine-readable manifest/configuration/validation data.","inspect_before_update"
"Plan\08_SCHEMAS\qa_manifest.schema.json","C:\Comfy_UI_Main\Plan\08_SCHEMAS\qa_manifest.schema.json","1329","2fe65bacd9b6b679bc4093c6a226a965cde0c767d30fe13baf15bc5371d5ebb2",".json","2026-07-06T03:46:44","Machine-readable manifest/configuration/validation data.","inspect_before_update"
"Plan\08_SCHEMAS\reference_video_frame_manifest.schema.json","C:\Comfy_UI_Main\Plan\08_SCHEMAS\reference_video_frame_manifest.schema.json","974","4ebcb52f644a214f79779ab3c99cae16e6095bca2188cff5472d223a5fc4295a",".json","2026-07-06T03:46:44","Machine-readable manifest/configuration/validation data.","inspect_before_update"
"Plan\08_SCHEMAS\reference_video_manifest.schema.json","C:\Comfy_UI_Main\Plan\08_SCHEMAS\reference_video_manifest.schema.json","967","0549bec926f76cf939cd8bc2c659dc98e967a24a839440bee99abf0699f9a2ab",".json","2026-07-06T03:46:44","Machine-readable manifest/configuration/validation data.","inspect_before_update"
"Plan\08_SCHEMAS\reference_video_timeline_contract.schema.json","C:\Comfy_UI_Main\Plan\08_SCHEMAS\reference_video_timeline_contract.schema.json","883","61ceac8da989a71a155a8693f6c723457a0650aa7ec2ee1b33860f142007678d",".json","2026-07-06T03:46:44","Machine-readable manifest/configuration/validation data.","inspect_before_update"
"Plan\08_SCHEMAS\repo_manifest.schema.json","C:\Comfy_UI_Main\Plan\08_SCHEMAS\repo_manifest.schema.json","912","ecad038d4336c7738c8a8c87ae741fb8a9c2e7cb870fb75f2c5b6eb8c2ea1487",".json","2026-07-06T03:46:44","Machine-readable manifest/configuration/validation data.","inspect_before_update"
"Plan\08_SCHEMAS\rerun_policy.schema.json","C:\Comfy_UI_Main\Plan\08_SCHEMAS\rerun_policy.schema.json","387","7216f06442d2db4d8e7a495c99f861d03a572e2981337fd27e29861657c87d12",".json","2026-07-06T03:46:44","Machine-readable manifest/configuration/validation data.","inspect_before_update"
"Plan\08_SCHEMAS\room_profile.schema.json","C:\Comfy_UI_Main\Plan\08_SCHEMAS\room_profile.schema.json","952","ca41133a098ed55aaa3030a4426494a868c567a073bdbc9266f62bc24d67655b",".json","2026-07-06T03:46:44","Machine-readable manifest/configuration/validation data.","inspect_before_update"
"Plan\08_SCHEMAS\runtime_inventory.schema.json","C:\Comfy_UI_Main\Plan\08_SCHEMAS\runtime_inventory.schema.json","1067","0ee215f6dcd05b88b91774b16fcafe80627a235aaad621b27384d9ac7373da56",".json","2026-07-06T03:46:44","Machine-readable manifest/configuration/validation data.","inspect_before_update"
"Plan\08_SCHEMAS\scale_reference.schema.json","C:\Comfy_UI_Main\Plan\08_SCHEMAS\scale_reference.schema.json","492","6b193b43d24def63285c1ef7c0dd0cf8eab502c54a48211a35f720ab729cab16",".json","2026-07-06T03:46:44","Machine-readable manifest/configuration/validation data.","inspect_before_update"
"Plan\08_SCHEMAS\scene_director_camera_plan.schema.json","C:\Comfy_UI_Main\Plan\08_SCHEMAS\scene_director_camera_plan.schema.json","1718","d5b507f6eca5fe879bb322c3ef06d31391c772892a9ec3ef65e87183f191ed17",".json","2026-07-06T03:46:44","Machine-readable manifest/configuration/validation data.","inspect_before_update"
"Plan\08_SCHEMAS\scene_director_plan.schema.json","C:\Comfy_UI_Main\Plan\08_SCHEMAS\scene_director_plan.schema.json","3153","3aefc8c7e8852736b58b03b915739ec2686f95d4b2898153fc93d93ab1cf4072",".json","2026-07-06T03:46:44","Machine-readable manifest/configuration/validation data.","inspect_before_update"
"Plan\08_SCHEMAS\scene_director_request.schema.json","C:\Comfy_UI_Main\Plan\08_SCHEMAS\scene_director_request.schema.json","1486","b9b33aeef2d55de7e111025996503014e2c9a55fa1c06c582477705a39ce6351",".json","2026-07-06T03:46:44","Machine-readable manifest/configuration/validation data.","inspect_before_update"
"Plan\08_SCHEMAS\scene_graph.schema.json","C:\Comfy_UI_Main\Plan\08_SCHEMAS\scene_graph.schema.json","2739","5a9bdc652b7823e98c0497e0648c8d962f97ae41a5643b38ca0632f48740c8be",".json","2026-07-06T03:46:44","Machine-readable manifest/configuration/validation data.","inspect_before_update"
"Plan\08_SCHEMAS\scene_request.schema.json","C:\Comfy_UI_Main\Plan\08_SCHEMAS\scene_request.schema.json","1344","42d503e65b00562acbda471d09c32b69fbcf88a9229c2bf5c3a865de39c92474",".json","2026-07-06T03:46:44","Machine-readable manifest/configuration/validation data.","inspect_before_update"
"Plan\08_SCHEMAS\shot_profile.schema.json","C:\Comfy_UI_Main\Plan\08_SCHEMAS\shot_profile.schema.json","670","9161a56526bbec28aa91c2b50a83530fa6d7b92118f03f54d10d683e601aae23",".json","2026-07-06T03:46:44","Machine-readable manifest/configuration/validation data.","inspect_before_update"
"Plan\08_SCHEMAS\silhouette_score_report.schema.json","C:\Comfy_UI_Main\Plan\08_SCHEMAS\silhouette_score_report.schema.json","697","7ed9cb60333e8bed811d77e8350bcf39c72a64218e41fb60c3f0ed4cbba6a51e",".json","2026-07-06T03:46:44","Machine-readable manifest/configuration/validation data.","inspect_before_update"
"Plan\08_SCHEMAS\skin_material_contract.schema.json","C:\Comfy_UI_Main\Plan\08_SCHEMAS\skin_material_contract.schema.json","775","f62a1ed7ec815a7a5f84865a03e3cd82d2f9361f2e55975ff074ae0c04cd52c5",".json","2026-07-06T03:46:44","Machine-readable manifest/configuration/validation data.","inspect_before_update"
"Plan\08_SCHEMAS\skin_material_evidence.schema.json","C:\Comfy_UI_Main\Plan\08_SCHEMAS\skin_material_evidence.schema.json","652","904bdc7da99253bbd2ad7cf150eaf8e769e049d1b3c90ec1a9186bed83047450",".json","2026-07-06T03:46:44","Machine-readable manifest/configuration/validation data.","inspect_before_update"
"Plan\08_SCHEMAS\skin_material_qa_goal.schema.json","C:\Comfy_UI_Main\Plan\08_SCHEMAS\skin_material_qa_goal.schema.json","398","589bf929d436e5390257c70afa720ff8d4c4f18e79ef4c1daf5359f077862b2c",".json","2026-07-06T03:46:44","Machine-readable manifest/configuration/validation data.","inspect_before_update"
"Plan\08_SCHEMAS\soft_body_deformation_pass_plan.schema.json","C:\Comfy_UI_Main\Plan\08_SCHEMAS\soft_body_deformation_pass_plan.schema.json","729","119a68b1d896e0b7bb9f5241605fcd65548569d7fd848dce56a47e0b5f15099e",".json","2026-07-06T03:46:44","Machine-readable manifest/configuration/validation data.","inspect_before_update"
"Plan\08_SCHEMAS\soft_body_evidence_report.schema.json","C:\Comfy_UI_Main\Plan\08_SCHEMAS\soft_body_evidence_report.schema.json","796","26b5ec097a2e062c5c8ea51ee85902c51855b4b97da41040e7991c547e4cdc01",".json","2026-07-06T03:46:44","Machine-readable manifest/configuration/validation data.","inspect_before_update"
"Plan\08_SCHEMAS\soft_body_material_profile.schema.json","C:\Comfy_UI_Main\Plan\08_SCHEMAS\soft_body_material_profile.schema.json","1146","cda5a181cb0b64d53b30d5a44bc072f7b545979f4bf28d48be493e0db95be42a",".json","2026-07-06T03:46:44","Machine-readable manifest/configuration/validation data.","inspect_before_update"
"Plan\08_SCHEMAS\soft_body_motion_profile.schema.json","C:\Comfy_UI_Main\Plan\08_SCHEMAS\soft_body_motion_profile.schema.json","631","7b249f143303b1f8e3ab0b1e4784be819310c77f0392a2f0615b412ee2bc8eaf",".json","2026-07-06T03:46:44","Machine-readable manifest/configuration/validation data.","inspect_before_update"
"Plan\08_SCHEMAS\soft_body_qa_goal.schema.json","C:\Comfy_UI_Main\Plan\08_SCHEMAS\soft_body_qa_goal.schema.json","386","2424a11483fb8891cf5d3b2dece63604992d6dd1cf3d4e8003008bdee6890388",".json","2026-07-06T03:46:44","Machine-readable manifest/configuration/validation data.","inspect_before_update"
"Plan\08_SCHEMAS\soft_body_region_binding.schema.json","C:\Comfy_UI_Main\Plan\08_SCHEMAS\soft_body_region_binding.schema.json","518","6281e5dd701893de4d050515c1fa8eab384e039bf6a905800899073717d7fd0d",".json","2026-07-06T03:46:44","Machine-readable manifest/configuration/validation data.","inspect_before_update"
"Plan\08_SCHEMAS\source_inventory_entry.schema.json","C:\Comfy_UI_Main\Plan\08_SCHEMAS\source_inventory_entry.schema.json","704","5ff1b681d8945beace027b6208cef7614dd217fd25410196bfe7d3226c9d0b81",".json","2026-07-06T03:46:44","Machine-readable manifest/configuration/validation data.","inspect_before_update"
"Plan\08_SCHEMAS\specialty_refine_profile.schema.json","C:\Comfy_UI_Main\Plan\08_SCHEMAS\specialty_refine_profile.schema.json","388","a3471475ccc55847ae1dad535a13044f1892972629e4a26d7b33d1b21b158fcb",".json","2026-07-06T03:46:44","Machine-readable manifest/configuration/validation data.","inspect_before_update"
"Plan\08_SCHEMAS\subgraph_blueprint_contract.schema.json","C:\Comfy_UI_Main\Plan\08_SCHEMAS\subgraph_blueprint_contract.schema.json","781","751ec1eb9017094217574ec7b0c71a947d2f1d43ff4a8039b39210c9279e2576",".json","2026-07-06T03:46:44","Machine-readable manifest/configuration/validation data.","inspect_before_update"
"Plan\08_SCHEMAS\surface_continuity_report.schema.json","C:\Comfy_UI_Main\Plan\08_SCHEMAS\surface_continuity_report.schema.json","491","0e03776081760ba28c9d07a14930f4ff90558d0ee4d468713c5ec0a9a815d636",".json","2026-07-06T03:46:44","Machine-readable manifest/configuration/validation data.","inspect_before_update"
"Plan\08_SCHEMAS\surface_detail_pass_plan.schema.json","C:\Comfy_UI_Main\Plan\08_SCHEMAS\surface_detail_pass_plan.schema.json","534","e8a2d901ac58c2f884805d75719b07b2b51a18c8a9c2377a069915c130ba1c26",".json","2026-07-06T03:46:44","Machine-readable manifest/configuration/validation data.","inspect_before_update"
"Plan\08_SCHEMAS\surface_state_profile.schema.json","C:\Comfy_UI_Main\Plan\08_SCHEMAS\surface_state_profile.schema.json","457","760022f93f3ab871c6672a4a1cf7964709cc5f6a06ee3b94dc46454d45cdae8f",".json","2026-07-06T03:46:44","Machine-readable manifest/configuration/validation data.","inspect_before_update"
"Plan\08_SCHEMAS\video_audio_runtime_proof_boundary.schema.json","C:\Comfy_UI_Main\Plan\08_SCHEMAS\video_audio_runtime_proof_boundary.schema.json","913","a8234b854addfb082651f1f2fca2733a1225f3db9a68468fc0e187758d989c36",".json","2026-07-06T03:46:44","Machine-readable manifest/configuration/validation data.","inspect_before_update"
"Plan\08_SCHEMAS\video_frame_integrity_sample_report.schema.json","C:\Comfy_UI_Main\Plan\08_SCHEMAS\video_frame_integrity_sample_report.schema.json","521","968ba840f499acf196c28d95e9264c7858be2a8e632d22ad45c9bb100bb27eda",".json","2026-07-06T03:46:44","Machine-readable manifest/configuration/validation data.","inspect_before_update"
"Plan\08_SCHEMAS\wave03_validation_manifest.schema.json","C:\Comfy_UI_Main\Plan\08_SCHEMAS\wave03_validation_manifest.schema.json","1028","2a08f66a63567dd3a72d127f97d798c28133d5dbacdc86eb0a4019ebf6d62ad0",".json","2026-07-06T03:46:44","Machine-readable manifest/configuration/validation data.","inspect_before_update"
"Plan\08_SCHEMAS\wave27_frame_manifest.schema.json","C:\Comfy_UI_Main\Plan\08_SCHEMAS\wave27_frame_manifest.schema.json","356","b76add79685c067f4ced5ca3839ce694cea898965b24c9f5e2079b5172fb0af4",".json","2026-07-06T03:46:44","Machine-readable manifest/configuration/validation data.","inspect_before_update"
"Plan\08_SCHEMAS\wave27_temporal_evidence.schema.json","C:\Comfy_UI_Main\Plan\08_SCHEMAS\wave27_temporal_evidence.schema.json","309","12251bc371c44c51e178e001fab2fa6c1490aceb4b9a9546f5e0f59d74657f46",".json","2026-07-06T03:46:44","Machine-readable manifest/configuration/validation data.","inspect_before_update"
"Plan\08_SCHEMAS\wave28_micro_motion_evidence.schema.json","C:\Comfy_UI_Main\Plan\08_SCHEMAS\wave28_micro_motion_evidence.schema.json","323","8845a4190dde1b18cbaa1b1df1362ee78f5b1b6585dbc26290a386aca165a0dd",".json","2026-07-06T03:46:44","Machine-readable manifest/configuration/validation data.","inspect_before_update"
"Plan\08_SCHEMAS\wave28_micro_motion_manifest.schema.json","C:\Comfy_UI_Main\Plan\08_SCHEMAS\wave28_micro_motion_manifest.schema.json","374","9e6bac275f07b765c600df8118ed374a173c415451cba084fc89953222ea4ce4",".json","2026-07-06T03:46:44","Machine-readable manifest/configuration/validation data.","inspect_before_update"
"Plan\08_SCHEMAS\wave28a_micro_motion_decision.schema.json","C:\Comfy_UI_Main\Plan\08_SCHEMAS\wave28a_micro_motion_decision.schema.json","379","28dd32eac0c8050150ce3a15a027478a40389cc46d6aad2e200e0d25b08c4fab",".json","2026-07-06T03:46:44","Machine-readable manifest/configuration/validation data.","inspect_before_update"
"Plan\08_SCHEMAS\wave29_continuity_evidence.schema.json","C:\Comfy_UI_Main\Plan\08_SCHEMAS\wave29_continuity_evidence.schema.json","293","59b0b6f5f50665c37d2cac3eb56532aeef7cf68a63cf5f1dbf87b6abb617281f",".json","2026-07-06T03:46:44","Machine-readable manifest/configuration/validation data.","inspect_before_update"
"Plan\08_SCHEMAS\wave29_long_form_state_ledger.schema.json","C:\Comfy_UI_Main\Plan\08_SCHEMAS\wave29_long_form_state_ledger.schema.json","338","d3f0b3aeb0477feda8819b5fc19c1ec710399227a365c4915495463b99725eb2",".json","2026-07-06T03:46:44","Machine-readable manifest/configuration/validation data.","inspect_before_update"
"Plan\08_SCHEMAS\wave29_scene_progression.schema.json","C:\Comfy_UI_Main\Plan\08_SCHEMAS\wave29_scene_progression.schema.json","213","a2c3504280fbed6ef28b80770ac8ea25db792ed9a81a7a1b5157c578f4421062",".json","2026-07-06T03:46:44","Machine-readable manifest/configuration/validation data.","inspect_before_update"
"Plan\08_SCHEMAS\wave30_audio_event_manifest.schema.json","C:\Comfy_UI_Main\Plan\08_SCHEMAS\wave30_audio_event_manifest.schema.json","592","3866c5d318f1a414fb1b28f6fe95d83d0fd8b80c2ff232900c6f61d55d3fcdc4",".json","2026-07-06T03:46:44","Machine-readable manifest/configuration/validation data.","inspect_before_update"
"Plan\08_SCHEMAS\wave30_audio_mix_manifest.schema.json","C:\Comfy_UI_Main\Plan\08_SCHEMAS\wave30_audio_mix_manifest.schema.json","238","52a648ef813f41088a9e01cc07f0aa48e2683f60e71eb4d2098d20266aa9a9df",".json","2026-07-06T03:46:44","Machine-readable manifest/configuration/validation data.","inspect_before_update"
"Plan\08_SCHEMAS\wave30_audio_qa_report.schema.json","C:\Comfy_UI_Main\Plan\08_SCHEMAS\wave30_audio_qa_report.schema.json","346","16c568ad851dd3c82d65d3736205781d0cd1004448845783556adf991f104ea4",".json","2026-07-06T03:46:44","Machine-readable manifest/configuration/validation data.","inspect_before_update"
"Plan\08_SCHEMAS\wave30_breathing_foley_sfx_contract.schema.json","C:\Comfy_UI_Main\Plan\08_SCHEMAS\wave30_breathing_foley_sfx_contract.schema.json","298","b39347f6817fde0a3977fb4f3df39572b7b67506b0e17cf48c9e709dfb69089e",".json","2026-07-06T03:46:44","Machine-readable manifest/configuration/validation data.","inspect_before_update"
"Plan\08_SCHEMAS\wave30_voice_dialogue_contract.schema.json","C:\Comfy_UI_Main\Plan\08_SCHEMAS\wave30_voice_dialogue_contract.schema.json","257","7140a9c7267910c564835da31f57e09558fdab246b7dffd8ec7ddfc5c85f79a9",".json","2026-07-06T03:46:44","Machine-readable manifest/configuration/validation data.","inspect_before_update"
"Plan\08_SCHEMAS\wave31_camera_spatial_state.schema.json","C:\Comfy_UI_Main\Plan\08_SCHEMAS\wave31_camera_spatial_state.schema.json","243","d55793ae9d92fb31a62bc470f0d24722eb0cb11c75b69c37bcd585f88ef18cd9",".json","2026-07-06T03:46:44","Machine-readable manifest/configuration/validation data.","inspect_before_update"
"Plan\08_SCHEMAS\wave31_pose_audio_force_event.schema.json","C:\Comfy_UI_Main\Plan\08_SCHEMAS\wave31_pose_audio_force_event.schema.json","526","e0820f19ad0683d3bc3aa65ce4f8df4aae9414b499989d9895003d2d43f59331",".json","2026-07-06T03:46:44","Machine-readable manifest/configuration/validation data.","inspect_before_update"
"Plan\08_SCHEMAS\wave31_pose_audio_qa_report.schema.json","C:\Comfy_UI_Main\Plan\08_SCHEMAS\wave31_pose_audio_qa_report.schema.json","351","cd540761d2b77c8eabaccc14dabfbeb1e1365d251178cb01e0f12bb8513b4fcf",".json","2026-07-06T03:46:44","Machine-readable manifest/configuration/validation data.","inspect_before_update"
"Plan\08_SCHEMAS\wave31_room_acoustics.schema.json","C:\Comfy_UI_Main\Plan\08_SCHEMAS\wave31_room_acoustics.schema.json","232","1fd7738695dc5d431ad9b98d8680769774682ecf2abc6fc4daea3403df64c662",".json","2026-07-06T03:46:44","Machine-readable manifest/configuration/validation data.","inspect_before_update"
"Plan\08_SCHEMAS\wave31_spatial_audio_mix.schema.json","C:\Comfy_UI_Main\Plan\08_SCHEMAS\wave31_spatial_audio_mix.schema.json","406","b482f04a5c76209ffd85f5366d909d8d83a4c1816a5da8d8bfd4d9a3ea6bff12",".json","2026-07-06T03:46:44","Machine-readable manifest/configuration/validation data.","inspect_before_update"
"Plan\08_SCHEMAS\wave32_generated_state.schema.json","C:\Comfy_UI_Main\Plan\08_SCHEMAS\wave32_generated_state.schema.json","244","994a06296901067257af3aad4bd5343ca79cf444431da6244461cdce30ddb434",".json","2026-07-06T03:46:44","Machine-readable manifest/configuration/validation data.","inspect_before_update"
"Plan\08_SCHEMAS\wave32_planned_state.schema.json","C:\Comfy_UI_Main\Plan\08_SCHEMAS\wave32_planned_state.schema.json","473","004c7e8f44cb2f43eeedb8291c28e0080226d6251c5d03aecd561f8a07cf1922",".json","2026-07-06T03:46:44","Machine-readable manifest/configuration/validation data.","inspect_before_update"
"Plan\08_SCHEMAS\wave32_revision_take_variant_ledger.schema.json","C:\Comfy_UI_Main\Plan\08_SCHEMAS\wave32_revision_take_variant_ledger.schema.json","615","395470d6ea13737015a2d75a573a4ecf1815e0e6a0557a4548d5f15e1c6fc7e4",".json","2026-07-06T03:46:44","Machine-readable manifest/configuration/validation data.","inspect_before_update"
"Plan\08_SCHEMAS\wave32_state_diff_qa_report.schema.json","C:\Comfy_UI_Main\Plan\08_SCHEMAS\wave32_state_diff_qa_report.schema.json","287","f846fd69ede3f48580483bed29a2abf06b6a437bc059e5896c5473f52502ad9d",".json","2026-07-06T03:46:44","Machine-readable manifest/configuration/validation data.","inspect_before_update"
"Plan\08_SCHEMAS\wave32_state_diff_report.schema.json","C:\Comfy_UI_Main\Plan\08_SCHEMAS\wave32_state_diff_report.schema.json","381","ca9ea289db91ae1c48b3fdf075f5efa0c480126e727fd5a3b561113a98bca5c5",".json","2026-07-06T03:46:44","Machine-readable manifest/configuration/validation data.","inspect_before_update"
"Plan\08_SCHEMAS\wave32_successful_run_learning.schema.json","C:\Comfy_UI_Main\Plan\08_SCHEMAS\wave32_successful_run_learning.schema.json","358","f48f2c2e65c33da56c720b56798a8e24029357893e2dea3ac0d1a4d3efd233c5",".json","2026-07-06T03:46:44","Machine-readable manifest/configuration/validation data.","inspect_before_update"
"Plan\08_SCHEMAS\wave32_targeted_rerun_plan.schema.json","C:\Comfy_UI_Main\Plan\08_SCHEMAS\wave32_targeted_rerun_plan.schema.json","487","564c7b7f825b472ecb61093836f975a941c9e4e772ee91f161e48d52f57bc592",".json","2026-07-06T03:46:44","Machine-readable manifest/configuration/validation data.","inspect_before_update"
"Plan\08_SCHEMAS\wave33_animatic_plan.schema.json","C:\Comfy_UI_Main\Plan\08_SCHEMAS\wave33_animatic_plan.schema.json","267","8f1788b7d334abf46e26c1327bb7c6a8bdd8770a78a12a3bc9dc5635afb51ac9",".json","2026-07-06T03:46:44","Machine-readable manifest/configuration/validation data.","inspect_before_update"
"Plan\08_SCHEMAS\wave33_budget_escalation_record.schema.json","C:\Comfy_UI_Main\Plan\08_SCHEMAS\wave33_budget_escalation_record.schema.json","218","2ccc76a3974653b313908cff71ed0f6c7aff2efbf6fcf84646ed5dcf7446c4f1",".json","2026-07-06T03:46:44","Machine-readable manifest/configuration/validation data.","inspect_before_update"
"Plan\08_SCHEMAS\wave33_compute_budget.schema.json","C:\Comfy_UI_Main\Plan\08_SCHEMAS\wave33_compute_budget.schema.json","439","057b6c3f51118f5959097ed508a94cc211d8145497c27f2733e7f6e8b0f7ef5b",".json","2026-07-06T03:46:44","Machine-readable manifest/configuration/validation data.","inspect_before_update"
"Plan\08_SCHEMAS\wave33_final_render_preflight.schema.json","C:\Comfy_UI_Main\Plan\08_SCHEMAS\wave33_final_render_preflight.schema.json","389","9cf1cb0673eec24f33ceba8ae67bd4712d7c269e757925c71984a23daba28c59",".json","2026-07-06T03:46:44","Machine-readable manifest/configuration/validation data.","inspect_before_update"
"Plan\08_SCHEMAS\wave33_preview_qa_report.schema.json","C:\Comfy_UI_Main\Plan\08_SCHEMAS\wave33_preview_qa_report.schema.json","340","4c5821950b891d8b15df00634a7287f5694dfdbfe6b90911b922b4ec2d6613d3",".json","2026-07-06T03:46:44","Machine-readable manifest/configuration/validation data.","inspect_before_update"
"Plan\08_SCHEMAS\wave33_proxy_preview_plan.schema.json","C:\Comfy_UI_Main\Plan\08_SCHEMAS\wave33_proxy_preview_plan.schema.json","460","6622fc0e453e080b787e5000fa774e20651fc7ee554d9cf091ea5439e2e59d65",".json","2026-07-06T03:46:44","Machine-readable manifest/configuration/validation data.","inspect_before_update"
"Plan\08_SCHEMAS\wave33_realism_budget.schema.json","C:\Comfy_UI_Main\Plan\08_SCHEMAS\wave33_realism_budget.schema.json","348","3152285d8fdc7ad1ce16b71e499b740496dcde683e0bd5d06951400bbc4edaf5",".json","2026-07-06T03:46:44","Machine-readable manifest/configuration/validation data.","inspect_before_update"
"Plan\08_SCHEMAS\wave34_app_mode_release_contract.schema.json","C:\Comfy_UI_Main\Plan\08_SCHEMAS\wave34_app_mode_release_contract.schema.json","575","3d62ea4929534e4392d49138fe087358c9100a4882c3db5f3ac61f655c1fd44d",".json","2026-07-06T03:46:44","Machine-readable manifest/configuration/validation data.","inspect_before_update"
"Plan\08_SCHEMAS\wave34_ec2_proof_report.schema.json","C:\Comfy_UI_Main\Plan\08_SCHEMAS\wave34_ec2_proof_report.schema.json","460","cd28db284ddc02f569b18dcbdea8eef17fef140db438d68775722e7c81989140",".json","2026-07-06T03:46:44","Machine-readable manifest/configuration/validation data.","inspect_before_update"
"Plan\08_SCHEMAS\wave34_final_handoff_packet.schema.json","C:\Comfy_UI_Main\Plan\08_SCHEMAS\wave34_final_handoff_packet.schema.json","312","8bb5add6703eb2da748b38ed758325cdcc98f8323fe520d09755982279171986",".json","2026-07-06T03:46:44","Machine-readable manifest/configuration/validation data.","inspect_before_update"
"Plan\08_SCHEMAS\wave34_local_proof_report.schema.json","C:\Comfy_UI_Main\Plan\08_SCHEMAS\wave34_local_proof_report.schema.json","476","600261614424a26452cd8c02d004dbb0c4c4c76e7fc1c5abe4524d50417a1f35",".json","2026-07-06T03:46:44","Machine-readable manifest/configuration/validation data.","inspect_before_update"
"Plan\08_SCHEMAS\wave34_orchestrator_release_plan.schema.json","C:\Comfy_UI_Main\Plan\08_SCHEMAS\wave34_orchestrator_release_plan.schema.json","543","6939d0d81dd02c2838f91d068985cc58f6d0d95fb3ad68aba785dabe835cdee6",".json","2026-07-06T03:46:44","Machine-readable manifest/configuration/validation data.","inspect_before_update"
"Plan\08_SCHEMAS\wave34_qa_certification_packet.schema.json","C:\Comfy_UI_Main\Plan\08_SCHEMAS\wave34_qa_certification_packet.schema.json","468","c87f67669263c0afc5d840a2d56d36e407e452e11c3cd0f95d6b717ab082f9c1",".json","2026-07-06T03:46:44","Machine-readable manifest/configuration/validation data.","inspect_before_update"
"Plan\08_SCHEMAS\wave34_release_gate_decision.schema.json","C:\Comfy_UI_Main\Plan\08_SCHEMAS\wave34_release_gate_decision.schema.json","565","ebea286119faf58d752acb6461626ca77c7025d2d15e53c9ec201de39d1e0c38",".json","2026-07-06T03:46:44","Machine-readable manifest/configuration/validation data.","inspect_before_update"
"Plan\08_SCHEMAS\wave34_release_manifest.schema.json","C:\Comfy_UI_Main\Plan\08_SCHEMAS\wave34_release_manifest.schema.json","364","cf4466cde6c2522a4315833533876efc956bffb9909b62956f138153bb60ce54",".json","2026-07-06T03:46:44","Machine-readable manifest/configuration/validation data.","inspect_before_update"
"Plan\08_SCHEMAS\wave35_canonical_folder.schema.json","C:\Comfy_UI_Main\Plan\08_SCHEMAS\wave35_canonical_folder.schema.json","256","1fd27181d1aea59534ef45f15787d091f321dbd5f3c311e15eb39f46682562de",".json","2026-07-06T03:46:44","Machine-readable manifest/configuration/validation data.","inspect_before_update"
"Plan\08_SCHEMAS\wave35_expanded_app_mode_control_entry.schema.json","C:\Comfy_UI_Main\Plan\08_SCHEMAS\wave35_expanded_app_mode_control_entry.schema.json","256","610b37589ce1dba02082c398b057b673c74cf2d37648e0fabeae9c7cdbfcfda7",".json","2026-07-06T03:46:44","Machine-readable manifest/configuration/validation data.","inspect_before_update"
"Plan\08_SCHEMAS\wave35_expanded_canonical_directory.schema.json","C:\Comfy_UI_Main\Plan\08_SCHEMAS\wave35_expanded_canonical_directory.schema.json","584","cee55b7202a5f5562eb4d488ffb0cee187591307a623d61afe38a72f31ce916b",".json","2026-07-06T03:46:44","Machine-readable manifest/configuration/validation data.","inspect_before_update"
